label,text
2,- 5 pommes - 4 poires - 120 g de beurre ( dont 20 g pour le plat ) - 100 g de sucre en poudre - 150 g de farine
1,- Pour les galettes : - fèves cuites - pommes de terre cuites - Pour la viande :  - 20 petits pilons de poulet - 1/2 agneau de lait - Pour la boisson (hydromel) :  - 3 litres d'eau - 300 g de miel blanc - aromates au choix
0,- 4 petites courgettes - 50 g de pignons de pins - 2 cuillerées à soupe de vinaigre de xérès - 5 cuillerée à soupe d'huile de noix - 1 pincée de gros sel ou de fleur de sel
1,"- 1 paquet de lasagnes - 700 g de boeuf haché - 2 bouteilles de sauce tomate - 1 poivron - 3/4 rondelles d'aubergine préfrites (en surgelé, gain de temps et moins gras) - ail - 10 feuilles de basilic frais - herbe de provence - huile d'olive - 1 gros oignon - 1 cuillère à café de concentré de tomate - Béchamel - Gruyère"
1,"- 1 salade au choix - 2 morceaux de poulet de 100 g chacuns - 1 morceau de parmesan - 8 tomates sechées - Pour la vinaigrette : sel, poivre, huile d'olive, vinaigre balsamique et un peu de moutarde douce"
1,"- 400 g de pâte feuilletée en bloc - 400 g de filet de saumon - 1 l de court-bouillon - 300 g de champignons de Paris - 100 g de riz - 2 oeufs durs - 3 cuillères à soupe de crème fraîche - 1 citron - 1 jaune d'oeuf - 20 g de beurre - sel, poivre"
2,- 3 pommes boscop ou golden - 400 g environ de fruits rouges au choix (frais ou surgelés)  - environ 100 g de beurre - environ 100 g de farine - environ 100 g de sucre - environ 100 g de poudre d'amandes
1,- 6 œufs (de préférence fermiers pour plus de goûts) - 3 steaks hachés (ou viande haché de bœuf) - 3 pommes de terres cuites à l'eau et coupées en cubes (ou pomme de terre rissolées surgelées) - beurre - sel - poivre - muscade en poudre
2,- 3 oranges - 397 g environ de lait concentré sucré - 7 carrés de chocolat - 3 oeufs
1,- 4 filets de Quorn - 1 oignon - 1 cube bouillon de légumes - 3 pommes rouges - 1 bouteille de Kriek cerise (25cl) - Crème fraîche - 4 cuillère à soupe de gelée de groseilles ou compote d'airelles - 1 jus de citron
0,"- -1 blanc de poireau - -1 carotte - -1 oignon - -1 echalotte - -150 g lentilles vertes - -300 g de poitrine demi sel fumée en tranche. - -3 cuilléres à soupe d'huile d'olive. - -1 bouillon cube - -1,5 litre d'eau"
1,- 200 g de riz - 200 g de thon à l'huile - 2 filets d'anchois - 60 cl de bouillon - 10 cl de vin blanc sec - 1 oignon - 2 gousses d'ail - 1 cuillère à soupe de persil haché - 1 morceau de piment rouge - huile d'olive - sel et poivre
0,- 75 g de farine - 2 oeufs - 1 sachet de levure chimique - 100 g de mozzarella - 1 cuillère à soupe d'huile d'olive - 2 cuillères à soupe de lait demi-écrémé - 1 tomate - ciboulette - herbes de Provence - sel et poivre du moulin
0,- 150 g de lentilles vertes - 150 g de saumon fumé  - 70 g de fromage frais de chèvre - 50 g de pignons de pin - 9 gros morceaux de tomates séchées - 9 cerneaux de noix - 1 cube de bouillon de volaille - 1 échalote - basilic - ciboulette - sel - poivre
0,- 6 carrés frais - 2 belles tomates rouges - 1 petit pot de tapenade d'olives noires - huile d'olive - feuilles de basilic - ail
0,"- 25 g de beurre - 200 g de poireau - 200 g de pommes de terre - 1 brin de romarin - 1 brin d'estragon - 5 brins de ciboulette - 5 brins de persil - 1 cube de bouillon de volaille - 50 cl de lait - 10 cl de crème liquide - poivre, sel"
2,- 3 belles pommes reinettes - une pâte feuilletée - 1 cuillère à café de gingembre en poudre - 20 g de beurre  - quelques pignons - 1/2 citron
1,- 4 escalopes de poulet- 300g de petits pois (surgelés)- 2 boites de pousses de soja- 1 cube de bouillon de volaille- 2 cuill à soupe d'huile de soja- beurre
0,- 50 cl de béchamel environ - 4 petites brioches individuelles - 250 g de crevettes roses cuites décortiquées - 150 g de gruyère râpé - sel et poivre
1,"- 400 g de baudroie - 200 g de filets de turbot - les filets de 2 soles - 4 coquilles Saint-Jacques - 1 litre de moules - 2 échalotes - thym, 1 feuille de laurier, persil - 80 g de beurre - sel et poivre - 2 verre de vin blanc sec - 1 poireau - 1 branche de céleri - 1 bouquet garni - 1 oignon - 20 g de farine - 1 dl de crème double - parures de poissons"
1,"- 1 beau poulet rôti - 1 poivron vert - 6 tomates - 4 ou 5 oignons - 2 gousses d'ail - 12 figues fraîches - sucre - sel et poivre - curry ou mélange 4 épices (cannelle, clous de girofle, noix de muscade, gingembre) - huile d'olive - noix de beurre - 3 feuilles de laurier"
2,- 1 pamplemousse - un peu de beurre - du sucre de canne (vergeoise)
0,- 350 g de spaghetti - 250 g de tomates cerises - 100 g de noisette - 100 g de roquette - 1 blanc de poulet - 5 cuillères à soupe d'huile d'olive - le jus d'1 citron jaune - parmesan - 1 ou 2 gousses d'ail
1,- 2 faluches ou à défaut 2 grosses tartines de pain de campagne - 1/2 pot de Boursin cuisine tomate - 1 grosse aubergine - 1 petite boîte de thon ou 8 tranches de coppa - 2 grosses tomates - 200 g de mozzarella - parmesan râpé - une poignée d'olives noires à la grecque - de l'huile d'olive
2,- 1 pâte feuilletée - 2 pommes - 4 quetsches - 20 g de beurre - 4 cuillères à soupe de sucre en poudre - 2 sachets de sucre vanillé
0,"- 8 cl d'huile d'olive  - 2 oignons jaunes sauciers - 1 piment fort (petit) - 3 tomates pelées - 1 gousse d'ail - 300 g de crabe émietté (en boîte)  - 2 oeufs - 1 tranche de pain grillé broyée - beurre - 1 cuillère à soupe d'olives vertes dénoyautées - sel, poivre - 2 cuillères à soupe de persil frais haché"
2,"- 1 pâte sablée  - 500 g de fromage blanc égoutté  - 150 g de sucre - 4 oeufs - 1 pincée de sel - 3 ou 4 cuillères à soupe de jus de citron - 2 ou 3 cuillères à soupe de poudre d'amande - 4 ou 5 figues sèches (coupées très finement)  - 120 g de crème, épaisse de préférence - 1 pincée de cannelle, ou plus suivant le goût"
1,"- 8 médaillons de porc - 8 tranches de lard fumé - 50 g de jambon cuit - 60 g de gruyère râpé - 1 boîte de champignons de Paris - 1 jaune d'oeuf - 1 oignon - 1/2 bouquet de persil - 1/2 cuillère à café de marjolaine - 1/2 cuillère à café de thym - 1 cuillère à café de paprika - 2 cuillères à soupe d'huile - 1 cuillère à soupe de beurre - sel, poivre"
0,- 750 g de topinambours - 300 g jambon cuit  - 2 citrons - 3 cuillères à soupe d'huile - sel et poivre
2,- 300 g de sucre - 500 g de farine - 30 cl de lait - 15 cl d'huile - 5 oeufs - 22 g de levure - 1 pincée de sel - 3 cuillères à soupe de cacao en poudre
1,- 800 g de poitrine de veau - 200 g de riz long grain - 4 tomates mûres - 1 carotte - 1 oignon - 1 branche de céleri - 2 cuillères à soupe de raisins de Corinthe - 2 cuillerées à soupe de pignons - 20 cl de vin blanc sec - 30 g de beurre - 3 cuillères à soupe d'huile - sel et poivre
2,- 4 oeufs entiers - 500 g de farine - 5 cuillères à soupe de sucre - 3 cuillères à soupe de crème épaisse - 1 pincée de sel - 150 g de beurre fondu refroidi - 1 sachet de levure chimique - parfum au choix
1,"- 500 g de viande de boeuf (pièce à fondue par exemple) - 7 branches de céléri - 3-4 gousses d'ail - 1 cuillère à soupe d'huile d'olive - 1 bouillon cube (pot-au-feu, boeuf, ou légumes) - sauce soja - huile de sésame - sel, poivre"
1,- 300 g de pâte brisée - 1 boite de fondue de tomate - 80 g de moules - 4 calamars  - 200 g de crevettes décortiquées - olives noires qté au choix - 80g de cantal - 1 dl de vin blanc
1,- 12 rables de lapin - de la moutarde à l'ancienne - 6 cuillères à cafe de porto - 6 cuillères à cafe d'eau - 6 branches de thym - 6 branches de romarin  - 6 feuilles de laurier - sel et poivre
2,- 150g de chocolat au lait - 50g de beurre - 3 oeufs
0,- une courgette ronde  - 3 tranches de fromage fondu emmenthal-cheddar - 30 g de parmesan râpé - 50 g de pignons de pin - du basilic frais ou déshydraté - 1 cuillère à soupe d’huile d’olive - 3 feuilles de brick - 1 noix de beurre - sel - poivre
1,"- 1 kg de thon frais - 5 tomates bien mûres - 1 poivron vert - 2 poivrons rouges - 2 oignons - 10 cl de vin blanc sec - 1/2 bouquet de basilic - huile d'olive - sel, poivre"
2,- 200gr de farine  - 200gr de sucre - 200gr de beurre  - 150gr de chocolat noir - 80gr de poudre de noisette - 5 oeufs - 1 mandarine
2,- 25 cl de lait - 2 jaunes d'oeufs - 60 g de sucre semoule - 20 g de sucre glace - 1 gousse de vanille - 20 cl de crème fleurette - 20 biscuits à la cuillère - 3 feuilles de gélatine - 2 oranges - 2 mandarines - 2 cuillères à soupe de Grand-Marnier
0,"- 300 g de blanc de poireau - 500 g de pommes de terre - 1 c à soupe de beurre - 1 oignon - 1l de bouillon de volaille - 2,5 dl de lait - 100 g de crème fraîche - ciboulette hachée - sel et poivre du moulin - un peu de muscade"
0,- 400 g d'asperges en bocal - 5 oeufs - 3 'vache qui rit' - 2 briquettes de crème (= 40 cl) - sel poivre
1,- 2 ailes de raie - 1 gros oignon - 2 oeufs - 2 cuillères à soupe de moutarde - 1 cuillère à café de farine - thym et persil - sel et poivre - beurre (environ 100 g) - persil frais (2 tiges) - fumet de poisson en sachet (quantité pour 1 litre)
0,"- 1 kg de potiron - 500 g de carottes - 2 pommes de terre - 1 gousse d'ail - 1 oignon - 1/2 litre de lait - 1/2 litre bouillon de volaille - 1 cuillère à soupe d'huile d'olive - persil - sel, poivre - muscade - 10 cl de crème liquide (facultatif)"
2,- 70 g de farine - 120 g de sucre - 1 sachet de sucre vanillé - 40 g de beurre en morceaux - 1 jaune d'oeuf - 2 cuillères à soupe de liqueur de litchi - 2 pommes - 3 kiwis - 2 poires - 2 bananes
1,"- 1 Lapin - 1 foie gras et sa graisse  - 1 cuillère à soupe de 5 épices - thym - échalotes - sel, poivre - herbes de Provence - écorces d orange confites"
0,- 1 kg de potimarron - 3 pommes de terre - 1 oignon - 100 g de lardons fumés - 1 cube de bouillon de viande - 1 cuillère à soupe d'huile d'olive - poivre - 1 cuillère à café de noix de muscade râpée - 1 l d'eau - quelques brisures de marrons
1,- 600 g (800 g pour les gros mangeurs) de steak de bœuf - 1 oignon - 4 cuillères à soupe de sauce d'huître - 2 cuillères à soupe de sauce soja - 1 pincée de poivre
2,- valeur de 2 baguettes de pain rassis  - 250 g de raisins secs - 4 oeufs entiers - 3 paquets de sucre vanillé  - 1 paquets de levure chimique - 2 litres d'eau tiède - 5 cuillères à soupe de rhum brun - 250 g de sucre semoule - 250 g de beurre fondu - 4 cuillères à soupe de fleur d'oranger - 1/2 de lait demi-écrémé - 2 cuillères à soupe de maïzéna
0,"- 125 g de champignons - 200 g de fromage blanc - le jus de 2 citrons verts - 3 cuillères à soupe de coulis de tomate - 1 cuillère à soupe de ketchup - 1 cuillère à soupe de concentré de tomates - quelques gouttes de tabasco vert - 1 petite cuillère à café de moutarde - persil haché - sel, poivre"
2,- 125 g de chocolat noir - 125 g de beurre - 3 oeufs - 130 g de sucre - 60 g de farine - environ 70 g de cerneaux de noix
2,- 225 g de farine à levure incorporée - 200 g de sucre - 125 g de beurre - 25 cl d'eau - 30 g de cacao en poudre - 6 carrés de chocolat noir - 2 oeufs
1,"- 600 g de mogettes fraîches (haricots blancs) - 50 g de beurre - 1 oignon - 2 gousses d'ail - 1 carotte - 1 bouquet garni - sel, poivre - 4 tranches de jambon braisé (épaisses)"
0,- 4 grosses tomates - 6 tranches d'ananas en conserve ou fraiches - 4 grosses pommes de terres - Une cuillère à soupe de fromage de chèvre - 30cl de lait - ciboulette - paprika(facultatif)  - sel - poivre - gruyère ou mozzarella
0,- 1 oeuf - 100 g de gruyère râpé - ciboulette - 4 ou 5 poireaux - 20 cl de crème fraîche liquide - 6 tranches de jambon de Parme
0,"- 4 belles carottes - 1 bulbe de fenouil - 1 pomme - 1 melon charentais - huile d'olive, moutarde, sel, poivre, vinaigre balsamique et cumin"
0,- 1 pâte feuilletée - 4 oignons - 2 boudins blancs (du charcutier ou traiteur) - 2 gros œufs - 1 petite tomate (facultatif*) - 1 pomme type canada coupée en dés - 1 tranche de foie gras - 2 cuillères à soupe de crème fraîche épaisse - 10 cl de crème liquide - sucre roux en poudre - 1 cuillère à soupe de maïzena - environ 100 g de gruyère râpé (facultatif*) - sel - poivre
1,- 4 escalopes de poulet - 2 oignons - 1 poivron jaune - 2 citrons - 25 g de cacahuètes - 3 cuillères à soupe de sauce soja - poivre 4 baies - origan - huile de noix
1,"- 4 côtelettes de mouton - 80 g de beurre - 1 gousse d'ail - brins de persil - feuilles de basilic - un peu de romarin et de sarriette en poudre - 1 pincée de thym en poudre - huile d'olive - sel, poivre"
1,- 250 g de steaks hachés - 1 oignon - huile de votre choix - coriandre fraîche - épices à couscous - sel et poivre - 1 gousse d’ail - 200 g de coulis de tomate
1,"- 1 rouleau de pâte feuilletée à la margarine  - 300 gr environ de crevettes - 1 pot de feta en cubes aux herbes - basilic - 2 gros oeufs - sel, poivre"
0,- 1 petit bulbe de fenouil - 2 carottes  - 1 pomelo rose bien mûr - 1/2 poivron rouge - 1 endive - 1/2 verre de raisins secs noirs - 2 cuil à soupe de vinaigre balsamique - 3 cuil à soupe d'huile d'olive - Sel et poivre
1,- 4 pavés de saumon- 2 cuillères à soupe de graines de sésame- 2 crottins de chèvre- 20 cl de crème liquide- 2 jaunes d'œufs
0,- 3 oeufs - 150g de farine - 1 sachet de levure chimique - 10 cl d'huile de tournesol - 1 kit de préparation pour paella - 150g de gruyère - poivre
0,- 1 rouleau de pâte feuilletée pur beurre - 200 g de carottes pelées - 1 poivron jaune ou rouge - 1 poivron vert - 70 g de comté - 2 oeufs - 20 cl de lait - tabasco - 1 cuillère à soupe d'huile d'olive
0,- 250 g de lentilles corail - 1 poireau - 1 carotte - 50 cl de bouillon de légumes + 50 cl d'eau - 1 cuillère à soupe d'huile - 2 cuillères à soupe de jus de citron - 1 cuillère à café de zeste de citron râpé - 1/2 cuillère à café de cumin en poudre
2,- 50 g de beurre - 50 g de sucre - 2 oeufs - 1 verre de lait - 100 g de farine - 1 sachet de levure chimique - 120 g de noix de coco râpée - 2 ou 3 pommes - 2 cuillères à café de cannelle - 1/2 cuillère à café de muscade - 50 g de sucre - 1 pincée de sel
2,- 4 oeufs - 120 g de farine - 120 g de sucre - 1 pincée de sel - 70 g de beurre - Pour la garniture:  - 600 g de framboises - 75 cl de crème entière - 180 g de sucre en poudre
1,"- riz à grain court - 25 cl de vinaigre de riz  - 2 cuillères à souope de sucre  - 12,5 cl de dashi - bouillon  - 6,5 cl de vin mirin ou de saké"
2,- Pour la pâte à choux : - 60 g de beurre - 4 oeufs - 25 cl d'eau - 125 g farine - sel - Pour la crème pâtissière : - 75 cl lait - 5 oeufs - 75 g farine - 150 g sucre - 1/2 gousse vanille - Pour enrober les choux : - 500 g de pâte d'amande verte
