doc_id,titre,type,difficulte,cout,ingredients,recette
recette_173118.xml,Gâteau au chocolat et à la mousse de menthe,Dessert,Difficile,Moyen,"- Pour le biscuit au chocolat : -   - 2 œufs entiers et 4 jaunes d'œufs - 200 g de sucre semoule - 25 g de farine - 25 g de fécule de maïs (maïzena) - 25 g de cacao en poudre non sucré - 1 moule à génoise de 18 à 20 cm de diamètre, 1 cercle de 18 à 20 cm de diamètre et 5 cm de haut (environ)Pour la mousse au chocolat :- 4 jaunes d'œufs - 75 g de sucre - 75 g d'eau - 300 g de chocolat pâtisser - 1/4 l de crème fleurette montée - Pour la mousse à la menthe :- 1/4 l de lait - 3 branches de menthe fraîche - 4 jaunes d'œufs - 75 g de sucre - 4 feuilles de gélatine - 300 g de crème fleurette montée - 2 cuillerées de liqueur de menthe G27Pour le sirop à la menthe :- 1/4 l d'eau - 150 g de sucre - 6 branches de menthe","Le biscuit au chocolat :Préchauffer le four à 180°C (thermostat 6).Tamiser ensemble la farine, la fécule de maïs et le cacao. Beurrer et fariner le moule. Dans un bol supportant la chaleur et placé au bain-marie, fouetter le sucre avec les œufs entiers et les jaunes pour tiédir le mélange pendant une minute. Puis, hors du feu, fouetter au batteur électrique à grande vitesse pendant 8 min. Battre ensuite à petite vitesse pendant 10 min pour refroidir et alléger la masse. Incorporer délicatement le mélange farine/fécule de maïs/cacao. Verser la pâte dans le moule et faire cuire 25 min à 180°C (thermostat 6). Démouler le biscuit chaud sur une grille et laisser refroidir. La mousse au chocolat :Faire bouillir l'eau avec le sucre, laisser refroidir ce sirop. Monter la crème fleurette. Mettre le chocolat à fondre au bain-marie. Fouetter les jaunes d'œufs et le sirop froid dans un bol au bain-marie pendant 2 min pour chauffer le mélange, puis hors du feu, au batteur électrique et à grande vitesse pendant 8 à 10 min. Réduire la vitesse et continuer à battre jusqu'au refroidissement complet. Incorporer le chocolat fondu qui doit être à la température de 45°C, puis la crème montée. La mousse à la menthe :Mettre les feuilles de gélatine à tremper dans un bol d'eau froide. Faire bouillir le lait, y incorporer les branches de menthe et laisser infuser à couvert 15 min. Retirer ensuite la menthe. Pendant ce temps, mélanger les jaunes d'œufs et le sucre. Ajouter le lait à la menthe et faire cuire le tout comme une crème anglaise. Quand la crème est cuite, incorporer les feuilles de gélatine bien essorées. Passer la crème au chinois et laisser refroidir. Monter la crème fleurette. Quand la crème cuite commence à gélifier, incorporer la liqueur de menthe et la crème montée. Le sirop à la menthe :Faire bouillir l'eau avec le sucre. Hors du feu, ajouter les branches de menthe et laisser infuser 15 min. Montage du gâteau :Découper la génoise de façon à obtenir une tranche d'environ 1 à 2 cm d'épaisseur. La déposer au fond du cercle, l'imbiber de sirop à la menthe. Remplir à mi-hauteur avec la mousse au chocolat et placer 10 min au froid. Finir de remplir le cercle avec la mousse à la menthe et mettre au réfrigérateur pendant au moins 6 h. Démoulage du gâteau :Appliquer contre le cercle une serviette imbibée d'eau chaude. Tenir le gâteau dans une main et faire glisser le cercle par le bas pour ne pas tacher la mousse à la menthe avec celle au chocolat.Décorer le gâteau à votre goût (avec des feuilles de menthe, des feuilles en pain azyme, des truffes au chocolat...). Banyuls"
recette_195205.xml,"Verrines de crème de goyavier, menthe et spéculoos",Dessert,Facile,Moyen,- 300 g de mascarpone - 400 g de goyaviers - 40 g de sucre roux - 5 cuillères à soupe d’eau - 1 branche de romarin - 6 feuilles de menthe - 8 spéculoos,"Dans une petite casserole, versez le sucre, l’eau et le romarin haché grossièrement. A feu doux, faites un caramel en remuant régulièrement, puis passez au tamis pour retirer les épines de romarin et réservez. Passez les goyaviers dans une centrifugeuse avec tamis pour en recueillir le jus épais. Réservez en conservant de côté l’équivalent de 4 cuillères à soupe de purée. Dans un cul-de-poule, mettez le mascarpone, le caramel et la purée de goyaviers. Mélangez le tout vigoureusement au fouet jusqu’à obtenir un mélange homogène. Puis ajoutez la menthe hachée finement et mélangez de nouveau. Dans des coupes à dessert, cassez au fond deux spéculoos par coupe (cassez chaque spéculoos en six morceaux) et versez la crème de goyaviers. Placez au réfrigérateur pendant deux heures. Au moment de servir, versez sur chaque coupe une cuillère à soupe de purée de goyaviers nature et décorez soit avec une feuille de menthe, soit avec quelques épines de romarin.Le Goyavier – connu sous le nom de goyave de Chine – est une plante originaire … d’Amérique du Sud. A La Réunion, cette plante a deux visages : d’un côté il s’agit d’une peste végétale et de l’autre d’un fruit gourmand très apprécié des Réunionnais qui l’ont complètement intégré dans leur culture gastronomique. De la taille de la mirabelle et d’une couleur rouge vif – presque bordeaux -, le goyavier a un goût sucré légèrement acidulé, avec une petite âpreté qui rappelle la fraise sauvage et un peu la myrte. On le consomme principalement nature, en jus, confiture, gelée, sorbet. A la Réunion, la « capitale » du goyavier est la Plaine des Palmistes qui lui consacre chaque année une fête au mois de juin."
recette_33720.xml,Délice Tiède aux pommes,Dessert,Très facile,Bon marché,- une brioche au beurre ou de la gâche vendéenne - 500 g environ - 200 g de beurre - 5 pommes fermes assez acidulées (boskop)  - sucre selon le goût - Prévoir 100 g minimum - 4 cl de rhum ambré,"Foncer de beurre un moule haut à charlotte. Soyez généreux sur la quantité. Saupoudrer de sucre. Bien répartir puis réserver l'excédent. Chemiser le moule de tranches de 1 cm de brioche que vous aurez préalablement beurrées et légèrement sucrées. Déposer au fond une première couche de pommes légèrement rissolées à la poêle. Ajouter quelques gouttes de rhum. Couvrir d'une couche de brioche, toujours beurrée et toujours légèrement sucrée. Alterner successivement jusqu'au bord. Recouvrir le moule d'une assiette renversée en appuyant bien. Poser un poids sur l'assiette afin de maintenir la pression sur le gâteau. Mettre au four 45 mn à 180°C en prenant soin de mettre un bol d'eau dans le four. Côteaux du layon - Alsace - Voire un jura pas trop typé"
recette_71156.xml,Clafoutis aux abricots et aux amandes,Dessert,Très facile,Bon marché,- 1 grosse boite d'abricots au sirop - 2 cuillères à soupe bombées d'amandes en poudre  - 1 cuillère à café d'arôme d'amande amére - 3 oeufs - 30 cl de lait - 75 g de farine - 60 g de sucre,"Préchauffez le four à 180°, thermostat 6. Dans un saladier mélangez la farine, le sucre et une pincée de sel. Creusez un trou au milieu, cassez-y les oeufs. Mélangez en partant du centre, incorporez peu à peu la farine qui tombe des parois. Ajoutez l'arôme et la poudre d'amandes, délayez avec le lait. Beurrez un moule à bord assez haut (23-24cm). Posez les abricots face bombée en haut. Versez la pâte et enfournez pour 26 minutes. Ce clafoutis est délicieux tiède ou froid. A déguster avec une petite boule de glace vanille!"
recette_27285.xml,Charlotte aux pralines,Dessert,Facile,Moyen,- 100 g de pralines roses - 100 g de beurre - 3 oeufs - 70 g de sucre en poudre - du kirsch - des biscuits à la cuillère,"Ecraser les pralines, les mélanger avec le beurre ramolli, le sucre, les jaunes d'oeuf et 1 cuillère à soupe de kirsch. Monter les blancs d'oeufs en neige ferme, puis les ajouter à la préparation. Garnir un moule à charlotte de biscuits à la cuillère préalablement humectés dans du kirsch additionné d'eau. Verser la préparation dans le moule ainsi garni, terminer par des biscuits à la cuillère. Fermer le moule avec un couvercle, placer un poids sur le couvercle et mettre au frigo une nuit. Les pralines étant sucrées, adapter les proportions de sucre en fonction de vos goûts."
recette_55539.xml,Crêpes de chandeleur,Dessert,Très facile,Bon marché,- 250 g de farine - 1 cuillère à soupe de farine de blé noir (cela évite les grumeaux) - 100 à 125 g de sucre (selon votre goût) - 10 cl d'eau - 2 ou 3 oeufs - 1 cuillère à café rase de gros sel - 1 sachet de sucre vanillé - 1 cuillère à soupe d'huile - 50 cl lait,Il faut tout mélanger dans un récipicient dans l'ordre des ingrédients puis laisser reposer la pâte 1 heure ou plus (c'est meilleur).Ensuite à vos poêles et faites sauter vos crêpes. Bon appétit !Un petit conseil s'il vous en reste vous pouvez faire des crêpes fourrées pour un entrée ou plat principal. Cela m'arrive aussi de rajouter du rhum (une cuillère à soupe) et quelques gouttes de vanille liquide. cidre ou jus de pommes
recette_72476.xml,Brioche moelleuse à l'amande pour map,Dessert,Très facile,Bon marché,- 10 cl de lait tiède - 2 oeufs battus - 80 g de beurre coupé en cubes - 1 cuillère à café de sel - 190 g de farine fluide (dont 50 g pour le levain) - 50 g d'amandes en poudre - 50 g de sucre - 200g de farine fluide - 10 à 15g de levure de boulanger,"Faire un mini levain en mélangeant 5 cl de lait, 50 g de farine et la levure. Laisser reposer ce mini levain 30 min à 1 h. Mettre tous les autres ingrédients dans l'ordre ci-dessus dans la map (sauf ce mini levain et le beurre.) Lancer le programme pain sucré, et dès que le pâton est grossièrement formé (au bout de 5min, pas plus) ajouter le mini levain. Un peu plus tard, ajouter le beurre progressivement (pour moi, c'est au bip, sinon, dès que le mini levain est incorporé à la pâte.) Ensuite, laisser le programme aller jusqu'au bout."
recette_54936.xml,"Chaussons aux pommes, bananes et raisins secs",Dessert,Très facile,Bon marché,- 250 g de pâte brisée - 1 pomme - 1 banane - 50 g de raisins secs - 1 oeuf - 1 sachet de sucre vanillé,"Etalez la pâte brisée de façon à pouvoir découper 4 disques de 15 cm de diamètre environ. Pelez la pomme, coupez-la en petits cubes, épluchez la banane et coupez-la en lamelles, mélangez les 2 fruits et ajoutez-y les raisins secs. Répartissez le mélange de fruits sur chaque disque de pâte et repliez en chaussons en soudant les bords. Badigeonnez le dessus de chaque chausson avec l'oeuf battu en omelette. Saupoudrez les chaussons de sucre vanillé. Disposez les chaussons sur une feuille de papier sulfurisé et faites cuire au four préchauffé à 200°C (thermostat 6-7) pendant 20 à 25 minutes (les chaussons doivent être dorés). Tiède, c'est excellent!!"
recette_20827.xml,Crêpes (sans lait),Dessert,Très facile,Bon marché,- 3 oeufs - 400 ml d'eau - 250 g de farine - 3 cuillères à soupe de sucre en poudre - 2 cuillères à soupe d'huile de tournesol - sel,Mélangez tous les ingrédients et faire chauffer dans une poêle à crêpes.
recette_37404.xml,Tarte à la rhubarbe allemande,Dessert,Facile,Bon marché,"- une pâte brisée (prête ou à faire soi-même) - 400 g de rhubarbe - 1 pomme - 200 g de sucre - un sachet de flan à la vanille - 12,5 cl d'eau - 3 œufs - 20 cl de crème liquide","Préparer la rhubarbe en épluchant la peau et couper en tronçons de 1cm. La mélanger avec 100 g de sucre. Faire revenir ce mélange à la poêle jusqu'à ce qu'il soit légèrement caramélisé. Réserver ce mélange (1). Mélanger le sachet de flan vanille avec l'eau. Verser cette préparation dans le mélange (1) et faire bouillir jusqu'à ce que la ""crème"" prenne. Verser le tout sur la pâte brisée et faire cuire pendant 30 min à 180°C (thermostat 6). Pendant ce temps, mélanger les œufs, les 100g de sucre restant et 20cl de crème liquide. Verser ce mélange sur la tarte au bout des 30 min de cuisson et faire cuire encore 30 min. Bon appétit! ça parait compliqué comme explication mais c'est super simple et je sais de quoi je parle puisque je n'aime pas me prendre la tête :)"
recette_65126.xml,Gâteau banane-chocolat Autrichien,Dessert,Facile,Bon marché,- Pour le biscuit : - 6 oeufs (jaunes + blancs en neige) - 180 g de farine - 150 g de sucre - 250 g de beurre mou - Pour la garniture biscuit : - 6 cuillères à soupe de confiture d'abricots - 4 bananes - Pour la crème : - 75 cl de lait + poudre crème pâtissière - 250 g de beurre - 250 g de sucre - Pour le glaçage : - 50 g de chocolat - 200 g de beurre,"Préparer le biscuit :Préchauffer le four à 180°C (thermostat 6).Mélanger la farine, les jaunes, le sucre, le beurre, puis les blancs en neige. Etaler la préparation sur une grande plaque de four. Mettre à cuire 10 à 15 min. Laisser refroidir. Garnir le biscuit :Après refroidissement du biscuit (tiède), tartiner de confiture d'abricots et de rondelles de bananes. Préparer la crème :Pour 75 cl de lait, préparer une crème pâtissière, y ajouter 250 g de beurre et 250 g de sucre. Lorsque le mélange est fluide et homogène, le verser sur le biscuit garni. Laisser refroidir au réfrigérateur. Pour le glaçage :Faire fonde en mélangeant parfaitement le beurre et le chocolat, lorsque c'est bien chaud, verser en nappage sur la crème pâtissière. Laisser refroidir à l'air ambiant puis au réfrigérateur.Déguster de préférence 2 jours après la préparation pour savourer le mélange entre les différentes ""couches"" du gâteau. Bon appétit !"
recette_83364.xml,Brick de pommes au caramel salé,Dessert,Très facile,Bon marché,- 2 pommes jaunes - 4 feuilles de brick - 30 g de beurre salé - 50 g de sucre roux - 10 cl de crème liquide - le jus d´une petite orange,"Mettre le sucre dans une poêle antiadhésive jusqu´à ce qu´il brunisse puis ajouter de suite le beurre. Mélanger et ajouter les pommes épluchées en petits cubes. Une fois les pommes bien imbibées, ajouter la crème en plusieurs fois. Laisser cuire à feu doux 5 à 10 minutes jusqu´à que ce que les pommes soient bien fondantes. Ajouter la moitié du jus d´orange et laisser encore un peu sur le feu. Mettre un peu de mélange dans chaque feuille de brick, la refermer et badigeonner le dessus du caramel restant dans la poêle. Les enfourner jusqu'à ce qu´elles soient dorées. A la fin il doit rester un peu de caramel, ajouter alors le reste du jus d´orange et mettre le feu au maximum pour laisser réduire. Sortir les bricks du four, déguster tiède avec la sauce caramel/orange. Tièdes, ces bricks ont un petit goût de chausson aux pommes alliant craquant et fondant. Thé à la bergamote"
recette_18230.xml,Tarte à l'Amaretto (biscuits amaretto),Dessert,Très facile,Bon marché,- 1 pâte feuilletée - 1 paquet de biscuits amaretto - 200 g de chocolat - 2 oeufs - 30 cl de lait,Etaler la pâte dans le moule à tarte. Poser les biscuits sur la pâte comme vous le feriez avec les pommes. Casser le chocolat en pépites et répartir sur les biscuits. Faire le mélange lait-oeufs et verser dessus. Cuire à 180°C (thermostat 6) jusqu'à ce que la pâte soit cuite. C'est facile comme tout et excellent. On peut ajouter un peu de liqueur d'Amaretto s'il n'y a pas d'enfants... ENFANTIN ! C'est le cas de le dire on peutle faire avec les enfants
recette_22180.xml,Biscuit savoureux aux amandes,Dessert,Très facile,Bon marché,- 145 g de sucre semoule + 20 g (pour rajouter dans le blanc) - 50 g de farine tamisée - 50 g de fécule - 40 g de beurre - 4 oeufs - 60 g d'amandes effilées - 1/2 cuillères à café d'eau de fleurs d'oranger - Beurre et farine pour le moule,"Allumez le four Th 5/6 (170°C). Beurrez un moule à manqué. Saupoudrez-le de farine. Garnissez-le d'amandes effilées. Faites fondre le beurre tout doucement, laissez-le tiédir. Séparez les jaunes des blancs d'oeufs. Dans une jatte, battez les jaunes, le sucre et la fleur d'oranger jusqu'à ce que le mélange soit mousseux et léger. Ajoutez la fécule et la farine avec une cuillère en bois sans fouetter. Montez les blancs en neige ferme avec une pincée de sel et ajoutez les 20 g de sucre semoule à mi-chemin. En même temps, versez les blancs en neige et le beurre sur la préparation en coupant la masse par le milieu puis en la soulevant et en tournant avec une cuillère en bois. Procédez délicatement. Versez aussitôt dans le moule et faites cuire sans attendre 30 mn. Vérifiez la cuisson en enfonçant la pointe d'un couteau. Elle doit ressortir sèche. Démoulez tiède. Saupoudrez de sucre glace. Vous pouvez servir le gâteau avec un coulis de fruits rouges. vin de Savoie blanc"
recette_23263.xml,Glace au basilic,Dessert,Très facile,Bon marché,- 5 jaunes d'oeufs - 150 g de sucre - 40 cl de lait - 25 cl de crème liquide - 1 bouquet de basilic - 1 ou 1/2 cuillère à café de pastis (selon les goûts),"Portez le lait à ébullition et, hors du feu, faites-y infuser 20 feuilles de basilic pendant 10 mn. Pendant ce temps, fouettez les jaunes d'oeufs avec 150 g de sucre. Quand le mélange blanchit et double de volume, versez le lait au basilic dedans après avoir ôté les feuilles. Mélangez, portez à nouveau sur feu doux et laissez épaissir en remuant sans arrêt avec une cuillère en bois. Il ne faut surtout pas que cette crème bout. Otez du feu et versez la crème liquide. Laissez refroidir. Quand la crème est froide ajoutez le pastis et 20 feuilles de basilic ciselées. Faites prendre en glace. Le pastis vient renforcer la saveur du basilic, cette glace est délicieuse accompagnée d'une salade de fruits rouges."
