doc_id,titre,type,difficulte,cout,ingredients,recette
recette_12256.xml,Saucisse de Morteau en brioche,Entrée,Très facile,Moyen,- 250 g de farine - 3 oeufs - sel - pincée de sucre - 1 sachet de levure chimique - 20 cl de crème fraîche - 1 saucisse de Morteau,"Travailler dans une terrine: oeufs, sel, sucre pour obtenir un mélange mousseux. Ajouter la crème fraîche, battre. Ajouter la farine, battre pour obtenir une pâte souple. Verser dans un moule à cake beurré . Enfoncer le saucisson aux 3/4 après l'avoir épluché. Laisser gonfler 20 mn dans un endroit tiède. Cuire 30 mn à thermostat 6 ou 7 suivant votre four."
recette_93972.xml,Et un cheesecake white-chocolate ! Un !,Entrée,Très facile,Bon marché,"- pour le bon cheeeeese du dessus- 500gr de ricotta - 180gr de chocolat blanc - 1 œufpour la bonne pâte du dessous - 250gr de cookies (ou 200gr, cela dépend si vous voulez une pâte épaisse ou plus fine) - 100gr de beurre",1- faire chauffer le four à 200°.2- mixer les cookies pour obtenir une chapelure grossière.3- faire fondre le beurre et bien le malaxer aux cookies.4- étaler cette pâte dans le fond d'un moule et bien tasser.5- faire cuire la pâte 15min. Retirer du four une foi cuit et laisser tiédir.6- faire fondre le chocolat blanc 50sec au micro-onde puissance maxi. le mélanger dans une jatte avec les 500gr de ricotta et l'œuf battu. 7- étaler la préparation au fromage sur la pâte refroidie.8- laisser au frigo 4h minimum.
recette_83942.xml,Meli melo de crevettes,Entrée,Très facile,Bon marché,- 100 g de crevettes roses - 100 g de saumon fumé - 1/2 ananas - 2 kiwis - 1 gousse d'ail - Huile d'olive - Huile de tournesol - Vinaigre de framboise - persil - coriandre - menthe,"Couper deux belles tranches d'ananas, puis ôter la peau,, les yeux et le cœur. Couper les tranches en petits morceaux.Éplucher le kiwi, le couper en morceaux. Mélanger l'ananas et le kiwi et réserver.Éplucher les crevettes roses en enlevant la tête, les pattes, la peau, ne garder que le bout de la queue. Couper à l'aide d'un ciseaux les tranches de saumon fumé, mélanger les crevettes et le saumon dans un bol et réserver.Éplucher l'ail, et le hacher. Hacher les herbes et les mélanger à l'ail dans un bol. Rajouter une cuillère à soupe d'huile d'olive, puis d'huile de tournesol et enfin 1 cuillère à soupe de vinaigre de framboise. Dans un grand saladier, mettre l'ananas et le kiwi, puis crevettes et saumon fumé, et la vinaigrette: mélanger. Mettre au frais 10 minutes. Servir dans un bol de présentation, ou une petit assiette. Vin blanc"
recette_23216.xml,Riz pilaf au safran et aux olives,Entrée,Facile,Moyen,"- 250 g de riz - 1,5 fois le volume de riz en bouillon (environ 50 cl) - 4 oeufs - 1 oignon - 1 gousse d'ail - 50 g d'olives noires - 1 brin de thym - 1/2 feuille de laurier - 1/2 g de safran - 50 g de beurre - sel et poivre","Faites cuire les oeufs dus. Rincez le riz et égouttez-le. Hachez l'ail et l'oignon, faites-les revenir dans une cocotte avec le beurre. Quand ils deviennent transparents ajoutez le riz et mélangez bien. Laissez le riz devenir transparent et mouillez avec le bouillon. Salez, poivrez et rajoutez le safran, le thym et le laurier. Couvrez et laissez cuire environ 20 min à feu moyen. Servez le riz parsemé d'olives et décoré de quartiers d'oeufs durs."
recette_19488.xml,Caldo verde,Entrée,Très facile,Bon marché,"- 2 litres d'eau - 450 g de pommes de terre - 500 g de feuilles de choux portugais - 2,5 dl d'huile d'olive ou 250 g de beurre - sel poivre","Faire bouillir l'eau salée avec les pommes de terre épluchées et coupées en morceaux. Quand elles sont bien cuites les réduire en fine purée et les remettre dans l'eau de cuisson. Pendant ce temps bien empiler les feuilles de choux, les enrouler pour les couper en rubans très fins. Les mettre dans de l'eau froide et bien les laver en ayant soin de changer l'eau au moins trois fois. 10 mn avant de servir les ajouter à l'eau avec la purée de pommes de terre, ajouter l'huile (ou le beurre) et laisser bouillir 5 mn sans couvercle. Servir bien chaud. Avant de servir je mets dans chaque assiette une tranche fine de chorizo un bon rouge"
recette_25371.xml,Tarte au fromage de chèvre et au persil,Entrée,Très facile,Bon marché,- 1 pâte brisée - 125 g de fromage blanc - 125 g de fromage de chèvre frais - 2 gousses d’ail - 50 ml de crème fraîche - 3 oeufs - sel - poivre blanc - 1 botte de persil haché,"Casser les oeufs avec le sel et le poivre. Ajouter le fromage blanc et le chèvre émietté. Incorporer le persil haché. Bien remuer. Ajouter la crème fraîche et l’ail haché. Garnir le plat à tarte avec la pâte brisée. Y verser l’appareil. Préchauffer le four à 220°C (thermostat 7-8). Enfourner pour 45 min. Réduire le thermostat à 200°C (thermostat 6-7) à mi-cuisson.Cette tarte se déguste chaude, elle peut également se congeler. Idéale pour les apéritifs dinatoires. Vin blanc de Touraine"
recette_43676.xml,Salade de poireaux (Turquie),Entrée,Très facile,Bon marché,"- 1 kg de poireaux - 4 carottes - 1 cuillère à café de sucre - 1 petit verre d'huile d'olive - 1 cuillère à soupe de vinaigre - 2 ou 3 gousses d'ail - 1 petit verre d'eau chaude - sel, poivre","Laver et trancher, les poireaux et les carottes. Faire chauffer l'huile, ajouter poireaux et carottes. Bien mélanger, et laisser chauffer 5 min a feu moyen. Ajouter le reste des ingrédients, bien mélanger, et laisser cuire 30 min environ, à couvert et à feu doux. Remuer de temps en temps. Laisser refroidir à température ambiante. Pour ma part, je préfère arrêter la cuisson quand les carottes sont encore un peu fermes. Certains rajoutent 1 cuillère à soupe de concentré de tomate."
recette_27181.xml,Quiche aux brocolis et roquefort,Entrée,Facile,Bon marché,"- 1 pâte à tarte feuilletée - 250 g de brocolis frais - 4 œufs - 2 bonnes cuillères de crème fraîche - 3 bonnes cuillères de fromage blanc - 1 cuillère de basilic haché - 125 g de roquefort - poivre, muscade - 150 g de gruyère râpé","Faîtes cuire les brocolis. Pendant ce temps, préparez la quiche ; étalez la pâte, puis piquez le fond. Dans une jatte, mélangez ensemble les œufs, la crème fraîche et le fromage blanc. A côté écrasez le roquefort à la fourchette, puis joignez-le à la préparation. Salez très peu, si vous aimez salé, poivrez et ajouter le basilic. Disposez les brocolis sur le fond de tarte et versez la préparation. Saupoudrez de noix de muscade et recouvrez de gruyère. Mettez à four chaud préchauffé, 25/30 min à 200°C (thermostat 6-7). vin rouge"
recette_14708.xml,Scampis aux mandarines,Entrée,Facile,Moyen,- 5 à 10 scampis (suivant grosseur) - échalotes - ail - persil - beurre  - sel et poivre - une boîte de mandarines au sirop,"Enlever les écailles aux scampis. Hacher les herbes et les échalotes. Dans un peu de beurre, faites revenir les échalotes et l'ail, laisser cuire 1 mn puis ajouter le persil ainsi que les scampis. Saler et poivrer, laisser cuire à feu doux jusqu'à ce que les scampis soient devenus rosés. Ajouter la boîte de mandarine, laisser reduire un peu. Servir chaud dans des petits plats ou ramequins. Servir avec des morceaux de baguette. vin blanc ou rosé"
recette_38936.xml,Fonds d'artichauts au foie gras et sauternes,Entrée,Facile,Assez Cher,- 1 foie gras cru - 25 cl de sauternes - 4 échalotes - 20 g de beurre - 200 g de champignons de Paris - 8 fonds d'artichaut - 1 petit pot de crème fraîche,"Faire fondre les échalotes émincées dans le beurre. A part, faire dégorger les champignons coupés en lamelles dans une poêle. Ajouter aux échalotes fondues le vin blanc et les champignons. Faire réduire quelques minutes et ajouter la crème fraîche. Couper le foie gras en escalopes. Faire réchauffer au micro-onde les fonds d'artichaut. Pendant ce temps, faire dorer très rapidement dans une poêle anti-adhésive les escalopes de foie gras. Préparer les assiettes en déposant les fonds d'artichaut, puis les tranches de foie gras et napper avec la sauce. Servir sans attendre. Vin blanc doux"
recette_37347.xml,"Chapeau ! les champignons ""qui rit cru""",Entrée,Très facile,Bon marché,- 500 g de champignons blancs - 6 tranches de jambon cru - 6 portions de vache qui rit - 2 oeufs - 2 échalotes - 1 briquette de crème liquide,"Oter les pieds des champignons. Les mettre dans le bol du mixer avec jambon, fromages, oeufs, échalotes, crème liquide. Une fois cette préparation réduite en mousse, en remplir les chapeaux des champignons. Mettre au four 20 minutes, à 210°C (thermostat 7). A servir en entrée ou en plat principal avec une salade ou des pâtes. La préparation est beaucoup plus forte en goût crue que cuite, optez donc pour la version cuite !"
recette_25872.xml,Velouté de poireaux au riz,Entrée,Facile,Moyen,"- 3 blancs de poireaux - 3 feuilles de chou - 1 branche dc céleri - 2 carottes - 60 g de riz - 100 g de beurre - 25 c de lait - sel, poivre","Lavez, émincez et hachez tous les légumes. Faites revenir dans le beurre chaud environ 5 min tous les légumes. Versez 1,5 l d'eau, portez à ébullition et laissez bouillir 20 min à découvert. Rajoutez le riz, le sel et le poivre. Laissez ainsi 40 min à feu moyen, puis incorporez le lait en remuant. Servez bien chaud avec du fromage râpé."
recette_56844.xml,Crevettes sautées aux herbes de Provences,Entrée,Très facile,Moyen,- 40 crevettes environ (+/- selon leur taille) - 20 g de beurre - 1 grosse pinçée d'herbes de Provence - 1/4 de verre de whisky,"Décortiquer les crevettes, puis les faire revenir dans la poèle avec le beurre et les herbes de Provences, une dizaines de minutes le temps que le crevettes se caramélisent. Juste avant de servir, les flamber avec le whisky. Je fais aussi cette recette avec des gambas, pour les occasions. Les crevettes sont plus pratiques et aussi excellentes."
recette_71182.xml,Velouté poivrons - tomates séchées,Entrée,Facile,Bon marché,"- 12 tomates séchées - 3 poivrons - 2 oignons - 10 cl de crème fraîche 5% - 25 cl de lait écrémé - 1 pomme de terre (moyenne) - 1 cuillère à soupe d'huile olive - sel, poivre","Faire revenir les oignons émincés dans l'huile chaude. Y ajouter la pomme de terre coupée en 4. Couper les poivrons (le mieux est d'utiliser des poivrons rouges en boîte). Ajouter aux précédents légumes. Faire cuire 20min en remuant régulièrement. Ajouter la crème, le lait, les tomates (en garder 4 à part), saler et poivrer. Mixer le tout et laisser sur feu doux. Mettre dans les assiettes avec dans chacune une tomate séchée détaillée en lamelles. Possibilité de servir avec du pain frotté à l'ail. Perso, c'est très bon seul."
recette_24093.xml,Tarte au camembert fondant,Entrée,Très facile,Bon marché,- 1 pâte brisée - 1 camembert de caractère - 3 oeufs - 2 cuillères à soupe de crème fraîche - sel et poivre - 1 salade verte,"Préchauffez le four à th 7 (210°C). Placer la pâte brisée étalée au fond d'un moule à tarte. Prendre le camenbert et gratter doucement la croûte. Couper le fromage en morceaux et les répartir sur la tarte. Mélanger les oeufs, la crème fraîche et assaisonner. Mettre le mélange sur la tarte et cuire au four pendant 40 min. A déguster avec une salade verte."
recette_12336.xml,Terrine de Saint-Jacques au calvados,Entrée,Moyennement difficile,Assez Cher,- 600 g de filet de cabillaud - 500 g de noix de Saint-Jacques - 300 g de crevettes grises ou roses - 6 tranches de pain - 1 verre de calvados - 50g de beurre - 2 tasses (25 cl) de lait - 6 oeufs entiers - 6 cuillères à soupe de crème fraiche - 1 bouquet de persil - 2 litres de court bouillon de poisson - sel et poivre - 6 feuilles de gélatine,"Pocher les filets de cabillaud 5 minutes au court-bouillon frémissant. Tremper la mie de pain dans le lait. Saisir rapidement les Saint-Jacques au beurre. Hâcher le persil. Mixer finement le poisson avec la mie de pain pressée pour faire une farce homogène. Y ajouter le calvados, la crême fraîche, les oeufs entiers,le persil haché, la gélatine ramolie, le sel et le poivre. Bien mélanger pour obtenir une belle farce vert clair et parfumée. Dans un moule à cakes en pyrex beurré, placer une couche de farce, une couche de Saint-Jacques, une couche de farce, une couche de crevettes, une couche de farce. Bien tasser afin d'éviter les bulles d'air entre les couches. Cuire au four à 180°C dans un bain-marie, surveiller qu'il y ait toujours de l'eau pendant la cuisson. Laisser refroidir dans le moule 12 heures, puis découper en tranches et dresser sur assiettes. Servir avec une chantilly au citron vert, salée et poivrée. Tokay Pinot Gris"
recette_91967.xml,Terrine de poisson blanc et saumon fumé,Entrée,Facile,Bon marché,- -400g de poisson blanc (type colin) -200g de saumon fumé-2 oeufs-10 cl de crème fraîche-3(petites) tranches de pain de mie  -1 oignon -1 gousse d'ail -1 cuillère à soupe de concentré de tomates  -1 cuillère à soupe de persil haché-1 cuillère à soupe de vin blanc-1 cuillère à soupe de jus de citron-1 pincée de safran,"- Faire cuire le poisson blanc et l'oignon (au micro-ondes c'est très bien) Mixer le poisson blanc avec le concentré de tomates et un jaune d'oeuf. Réserver. Mixer le saumon avec un jaune d'oeuf. Réserver. Mixer l'oignon cuit, l'ail, le persil, le safran avec la crème, le vin et le citron. Mixer le pain de mie en miettes très fines. Monter les 2 blancs en neige ferme. Incorporer la moitié de la crème persillée, des blancs en neige et des miettes de pain dans chacun des 2 poissons mixés. Mélanger doucement à la fourchette. Alterner les couches dans un moule à cake beurré. Cuire 45-50 min à th. 4. Refroidir avant de servir. Choisir sa sauce et bon appétit!"
recette_26399.xml,Salade de petits légumes,Entrée,Très facile,Bon marché,"- 1 grande boîte de petits pois  - 500 g de carottes - 500 g de pommes de terre - 3 tomates - 1 laitue - 2 cuillères à soupe de vinaigre de vin blanc - 6 cuillères à soupe d'huile - sel, poivre","Coupez les carottes et les pommes de terre en petits dés. Faites-les cuire séparemment en commençant à l'eau froide, 20 minu pour les carottes, 15 min pour les pommes de terre. Disposez les feuilles de laitue dans le fond d'un grand saladier. Egouttez les petits pois et rincez-les à l'eau froide. Pelez, épépinez et concassez les tomates. Disposez les légumes en couches dans le saladier puis arrosez de l'émulsion vinaigre huile sel et poivre."
recette_94639.xml,"Tagliatelles aux saumons, scampis safran et parmesan",Entrée,Très facile,Moyen,"- 600g de tagliatelles - 200g de saumon fumé coupé en dés où en lanières - 20-25 scampis nettoyés et décortiqués - 25 cl de crème fraiche - échalotte émincée - 1 petite tasse de persil ciselé - beurre - 1 1/2 cuillère à café de safran en poudre - sel, poivre - 100g de parmesan - jus de citron, selon votre goût.","1) Dans une poele faites revenir l'échalotte dans du beurre à feu vif jusqu'à ce qu'elle devienne translucide.2) Ajouter les scampis et faites rissoler brièvement (attention à ne pas trop les faire cuire).3) A feu doux, ajouter la crème fraiche,le jus de citron le persil et le safran, saler et poivrer.4)Pendant ce temps faites cuire les tagliatelles selon les indication du fabricant.5) Egoutez les pâtes, mélangez le parmesan à la sauce aux scampis, au besoin, rajoutez de la crème pour obtenir la consistance souhaitée.6) Au dernier moment rajoutez le saumon fumé et mélangez quelques instants sur la plaque éteinte.7) Disposez les pâtes sur des assiettes et décorez avec des copeaux de parmesan. Bon appétit :-)"
recette_39731.xml,Tarte tomate à ma façon,Entrée,Très facile,Bon marché,"- une pâte brisée (maison, c'est meilleur) - 5 tomates - de la moutarde - du gruyère coupé en tranches - 1 petite boîte de concentré de tomates - 4 cuillères à soupe d'huile d'olive - 3 gousses d'ail - persil (+ basilic, ciboulette...) - sel et poivre","Tartiner le fond de pâte brisée, avec la moutarde. Disposer les tranches de gruyère dessus, puis les tomates coupées en rondelles (on peut les dégorger avant, avec du sel, afin d'éviter qu'elles rendent trop de jus). Saler et poivrer. Dans un récipient, mélanger le concentré de tomate, l'huile, l'ail mixé avec le persil, saler et poivrer. Ajouter cette préparation sur les tomates, et enfourner à 180°C (thermostat 6). Surveiller bien la cuisson. Servir avec une salade verte."
recette_41382.xml,Salade de pommes de terre goûteuse,Entrée,Très facile,Bon marché,- 1 kg de pommes de terre - 2 oignons doux moyens - 1 cuillère à soupe de câpres - 1 belle gousse d'ail ou 1 cuillère à café bombée d'ail en poudre - 1 ou 2 citron selon le goût - 1 cuillère à soupe de mayonnaise - 1 verre à liqueur d'huile d'olive - piment rouge sec en copeaux ou en poudre - sel - poivre,"Laver et faire cuire les pommes de terre non pelées à l'eau. Pendant ce temps, peler, couper en deux les oignons et les trancher le plus finement possible. On obtient des demi-anneaux. Si l'ail est frais, le peler et le hacher menu-menu. Presser un citron. Mettre tous ces ingrédients dans un shaker, y ajouter les câpres, la mayonnaise, l'huile d'olive, saler et poivrer. Fermer le shaker et secouer pour bien émulsionner et mélanger. Laisser en attente à température ambiante. Lorsqu'elles sont cuites, rafraîchir les pommes de terre et les peler. Les couper en morceaux de la taille d'une grosse noix et les mettre dans un saladier. Verser par dessus la sauce, mélanger et éventuellement rajouter le jus du deuxième citron selon le goût. Laisser en attente jusqu'au repas en remuant une ou deux fois la salade. Cette salade se conserve très bien, elle est même meilleure le lendemain. Ne pas hésiter avec le citron, son acidité se marie parfaitement avec l'oignon et les câpres."
recette_22682.xml,Velouté de lentilles aux oignons,Entrée,Très facile,Bon marché,- 1 l d'eau - 125 g d'oignons émincés - 1 tasses de lentilles - 2 cuillères à soupe de sauce soja - 2 cuillères à soupe de persil haché - croûtons - sel marin,"Dans une casserole, faire revenir les lentilles et les oignons à feu doux pendant 45 min. Mixer et ajouter de la sauce soja, du sel et le persil. Servir avec des croûtons de pain frits."
recette_83263.xml,Tartelette tatin aux endives et reblochon,Entrée,Facile,Bon marché,- 1 pâte feuilletée - 3 endives - 1 demi reblochon - des magrets séchés tranchés - 1 noix de beurre - poivre,"Préchauffer le four à 160°C (thermostat 5-6). Beurrer les moules à tartelette. Enlever le coeur des endives car trop amère et les couper en fines rondelles. Couper le reblochon en tranches et le réparir dans les moules (2 petites tranches par moules). Répartir par dessus les endives. Recouvrir les moules d'un morceau de pâte feuilletée en bordant, et faire des trous à la fourchette. Enfourner 30 minutes jusqu'à ce qu'elles soient dorées. Démouler à la sortie du four, poivrer et disposer une ou deux tranches de magret séché. Servir sur un lit de salade."
recette_26005.xml,Mousse de poireaux au jambon de Parme.,Entrée,Très facile,Bon marché,- 1 oeuf - 100 g de gruyère râpé - ciboulette - 4 ou 5 poireaux - 20 cl de crème fraîche liquide - 6 tranches de jambon de Parme,"Préchauffer le four à 220°C. Laver les poireaux et les faire blanchir pendant 10 mn dans de l'eau bouillante salée puis les égoutter. Dans un bol, battre l’oeuf en omelette. Mixer les tranches de jambon, ajouter l’oeuf battu en omelette, la crème et le fromage râpé. Assaisonner avec du poivre et de la ciboulette (si elle est en bocal, 1 bonne cuillère à soupe et si elle est fraîche, une belle botte). Ne pas saler car le jambon de Parme est déjà suffisamment salé. Dans un moule à cake, verser une couche de préparation et ensuite une couche de poireaux puis encore une couche de préparation. Faire cuire au four à 220°C pendant 30 mn et servir en tranches chaudes ou froides."
recette_30525.xml,Salade de champignons au fromage blanc épicé,Entrée,Très facile,Bon marché,"- 125 g de champignons - 200 g de fromage blanc - le jus de 2 citrons verts - 3 cuillères à soupe de coulis de tomate - 1 cuillère à soupe de ketchup - 1 cuillère à soupe de concentré de tomates - quelques gouttes de tabasco vert - 1 petite cuillère à café de moutarde - persil haché - sel, poivre","Laver et peler les champignons, puis les détailler en fines tranches. Dans un saladier, disposer les champignons arrosés de jus de citron et ajouter le fromage blanc. Ajouter ensuite le concentré et le coulis de tomate, la moutarde, le ketchup, le tabasco, le sel, le poivre et bien mélanger le tout. Réserver au frais pendant 1 h puis parsemer de persil ciselé avant de servir."
recette_96287.xml,Tourte fermière aux carottes,Entrée,Très facile,Bon marché,- 1 sachet de 125g de purée aux carottes - 30 cl d'eau - 15 cl de lait - 1/2 verre de vin blanc - 150g de blanc de poulet - 1 oeuf - 2 cuillère à soupe de crème fraiche - 3 echalotes - 3 feuille de salade - 1 cuillère à soupe de cerfeuil hâché - 1 morceau de beurre - sel et poivre,"- Préchauffé le four th 8 (240°).- Préparez la purée avec 30 cl d'eau et 15 cl de lait, salè   poivre.- Emincez les blancs de poulet, faites les revenir à la poêle avec le beurre et les échalotes hachées.- Versez le vin blanc, la crème fraîche, remuez et laissez réduire quelques instants.- Ajoutez la salade coupée en lanière et le cerfeuil. Salez et poivrez.- Mélangés cette préparation à la purée, ainsi que le jaune d'oeuf et le blanc battu en neige.- Versez dans un moule à manqué beurré.- Faire cuire th 8 pendant 15 minutes."
